Physical,Analytical,Fitness,Interview,Education,Result
56,81,96,8,40,0
38,46,59,17,62,0
15,26,23,13,39,0
14,100,34,71,81,0
77,20,33,10,25,0
61,14,26,94,56,0
60,7,79,56,55,0
51,37,60,99,10,0
76,58,64,65,91,1
29,8,73,61,26,0
72,15,81,47,35,0
40,99,97,27,18,0
14,25,26,95,47,0
28,25,19,41,92,0
74,17,8,39,79,0
59,59,31,15,54,0
64,53,20,75,48,0
1,20,91,80,45,0
60,96,21,88,9,0
27,19,55,18,62,0
68,0,80,14,53,0
65,18,47,3,95,0
13,3,90,97,39,0
6,68,41,90,29,0
58,34,8,36,94,0
8,89,12,40,77,0
83,29,22,55,42,0
37,83,15,54,71,0
72,12,53,26,42,0
63,15,100,96,39,0
74,66,100,11,99,0
41,78,8,26,89,0
78,63,50,0,23,0
75,81,99,67,52,1
29,80,46,88,100,0
75,65,96,24,46,0
66,89,76,79,98,1
11,59,66,22,38,0
12,84,50,6,0,0
73,75,42,45,80,1
45,57,95,25,75,0
62,96,33,17,24,0
21,74,25,8,99,0
12,21,33,65,16,0
90,35,56,84,60,0
32,66,97,26,42,0
31,90,84,6,56,0
81,9,93,73,59,0
47,1,88,12,28,0
24,1,10,61,92,0
66,93,58,87,90,1
35,21,65,24,90,0
31,43,91,74,26,0
59,51,12,14,31,0
38,12,33,94,73,0
72,85,53,49,93,1
5,15,38,30,18,0
6,94,57,33,28,0
26,26,11,68,73,0
92,41,39,25,88,0
4,66,77,10,62,0
89,34,21,62,78,0
85,2,96,57,49,0
57,95,27,33,71,0
95,29,21,98,53,0
82,84,2,31,14,0
38,7,88,76,77,0
14,59,83,20,97,0
7,56,71,52,50,0
84,57,44,60,30,0
62,11,6,32,58,0
84,91,16,1,35,0
75,15,41,26,77,0
90,54,80,37,31,0
35,64,18,68,92,0
20,65,7,35,23,0
23,32,43,93,99,0
37,25,92,53,95,0
69,35,74,75,5,0
77,15,16,98,69,0
100,34,96,66,2,0
80,16,94,54,52,0
78,37,18,48,8,0
37,24,100,19,65,0
49,31,29,92,13,0
2,49,45,95,7,0
97,35,48,92,11,0
51,89,19,37,99,0
34,19,58,71,87,0
57,11,67,51,56,0
42,79,42,5,23,0
71,90,62,99,16,0
30,42,30,0,36,0
69,12,17,19,32,0
99,12,26,87,69,0
77,48,37,12,39,0
67,54,47,60,76,1
4,93,73,64,19,0
77,94,28,87,29,0
74,47,41,35,0,0
11,54,48,84,82,0
74,83,29,92,9,0
46,37,40,18,3,0
77,80,21,32,48,0
86,78,63,8,13,0
85,64,86,60,89,1
33,59,13,42,7,0
47,27,11,34,71,0
54,9,39,43,14,0
40,57,58,38,26,0
20,49,90,9,94,0
88,90,48,52,55,1
29,4,48,32,71,0
8,11,81,31,57,0
100,78,87,94,36,1
34,46,3,70,53,0
22,11,18,92,35,0
59,11,94,47,91,0
56,98,79,71,60,1
82,48,17,28,83,0
63,77,88,55,55,1
28,81,69,29,27,0
55,86,32,41,81,0
74,49,25,41,7,0
41,33,34,51,6,0
43,50,59,64,42,1
24,58,82,56,67,0
8,3,9,63,24,0
41,2,40,33,1,0
99,29,84,76,25,0
38,16,78,68,44,0
48,52,28,67,60,0
71,26,13,86,70,0
76,1,50,54,94,0
93,73,79,68,72,1
1,51,94,14,82,0
29,82,3,20,85,0
99,92,7,11,42,0
67,40,39,82,67,1
21,21,80,41,87,0
16,11,7,19,82,0
51,6,85,89,65,0
38,57,99,93,98,1
17,16,98,87,77,0
79,78,84,40,22,0
17,1,40,27,26,0
56,12,95,36,85,0
43,71,53,77,94,1
73,86,22,97,52,0
77,82,86,87,62,1
8,43,80,36,18,0
22,67,54,25,65,0
65,16,63,41,91,0
19,63,18,86,75,0
23,14,88,2,86,0
56,26,43,2,96,0
41,67,11,39,82,0
73,45,61,16,17,0
37,47,42,26,12,0
28,70,3,42,49,0
91,89,77,31,90,0
11,92,41,28,34,0
82,79,42,58,52,1
62,82,6,83,83,0
71,95,8,51,30,0
64,15,74,24,37,0
46,63,37,83,6,0
60,8,89,5,12,0
50,67,43,15,93,0
26,91,8,22,33,0
17,85,57,88,100,0
59,49,60,21,56,0
9,100,6,94,76,0
92,88,65,70,52,1
72,63,78,41,73,1
83,55,76,56,93,1
99,46,96,93,93,1
1,89,15,38,87,0
39,4,7,54,76,0
96,48,14,25,84,0
40,44,67,27,30,0
31,79,65,44,48,0
30,56,7,24,14,0
84,86,15,7,96,0
21,100,95,37,21,0
91,52,5,100,85,0
10,72,25,76,83,0
8,99,24,39,1,0
98,60,21,81,28,0
43,19,95,80,52,0
11,81,28,63,82,0
26,92,20,50,46,0
11,0,76,67,41,0
8,96,47,1,73,0
24,74,15,40,8,0
15,63,78,82,82,0
1,20,20,21,73,0
88,49,62,96,67,1
33,74,12,87,33,0
68,88,70,35,51,0
11,44,71,51,100,0
60,19,63,24,49,0
56,12,96,79,44,0
51,22,90,62,94,0
78,5,45,84,54,0
68,1,71,12,18,0
75,32,87,34,56,0
10,40,53,33,78,0
11,15,88,46,58,0
19,46,7,98,26,0
100,76,88,25,19,0
37,18,44,96,18,0
7,35,14,79,98,0
43,60,5,63,55,0
13,35,57,55,36,0
62,14,39,3,56,0
76,49,50,10,96,0
3,38,82,45,3,0
56,51,81,100,100,1
58,53,71,43,86,1
39,71,87,12,57,0
16,31,31,18,96,0
29,99,37,90,50,0
96,50,69,74,9,0
31,2,74,1,81,0
70,9,21,2,53,0
26,42,77,64,79,0
6,61,47,87,56,0
25,36,87,74,63,0
94,3,61,95,63,0
62,10,51,79,65,0
28,7,11,11,73,0
44,89,68,16,52,0
56,89,81,21,12,0
33,8,47,72,32,0
17,84,60,66,70,0
20,48,91,59,81,0
9,29,31,57,65,0
51,28,43,40,36,0
7,16,85,48,80,0
17,59,64,1,85,0
33,0,22,94,23,0
25,65,85,7,59,0
56,38,52,13,22,0
54,50,82,8,41,0
71,84,30,76,74,0
20,53,0,60,80,0
4,10,79,99,44,0
49,80,90,81,86,1
66,94,2,3,41,0
18,97,60,17,46,0
64,9,36,38,37,0
33,96,69,58,64,0
11,2,16,50,18,0
41,36,94,59,35,0
73,32,58,82,94,0
32,18,4,58,14,0
74,50,92,4,19,0
19,73,19,53,25,0
16,30,59,82,54,0
20,60,85,70,31,0
40,92,97,75,21,0
19,54,91,6,69,0
19,62,19,71,24,0
1,4,80,74,63,0
70,42,45,24,50,0
45,30,25,95,27,0
30,93,9,27,85,0
54,2,33,65,82,0
4,42,25,25,71,0
43,62,98,96,30,0
5,9,16,3,68,0
99,53,46,70,20,0
20,59,1,39,65,0
59,69,66,18,79,0
15,21,53,74,74,0
68,16,26,95,58,0
61,51,26,63,53,0
70,82,20,8,98,0
34,3,40,96,96,0
5,93,30,54,45,0
5,41,97,14,96,0
34,25,0,99,79,0
27,42,49,55,23,0
23,38,79,75,12,0
49,11,51,84,92,0
96,22,50,1,53,0
89,49,36,91,32,0
17,39,29,61,38,0
6,78,9,96,8,0
50,8,90,68,90,0
30,29,79,49,17,0
11,21,47,26,56,0
36,54,96,63,98,1
34,15,49,29,39,0
24,14,88,69,65,0
23,17,15,6,58,0
33,83,55,27,77,0
59,76,68,57,12,0
21,100,92,67,13,0
9,28,0,48,16,0
86,44,79,8,22,0
86,36,28,18,61,0
56,81,19,65,56,0
24,43,57,79,61,0
78,85,66,6,1,0
7,78,54,55,71,0
20,39,41,85,84,0
46,33,61,65,42,0
94,90,8,58,0,0
63,43,18,83,80,0
13,22,52,27,26,0
25,10,10,97,34,0
46,23,88,93,17,0
85,96,100,56,43,1
53,89,77,54,14,0
38,85,89,14,56,0
9,22,96,55,5,0
18,80,8,9,73,0
20,91,4,35,54,0
19,72,46,36,99,0
82,71,97,91,73,1
52,83,82,35,13,0
66,11,27,20,54,0
94,12,44,37,93,0
72,5,5,11,51,0
4,77,75,49,55,0
84,43,44,98,83,1
32,68,12,37,13,0
1,2,78,89,94,0
25,69,81,98,91,0
16,38,98,68,15,0
48,55,54,56,39,1
89,59,56,97,83,1
54,4,65,26,14,0
77,4,19,74,66,0
72,23,74,81,46,0
60,19,26,99,32,0
84,30,73,77,62,0
100,63,3,65,23,0
75,10,14,11,3,0
66,49,70,51,43,1
34,6,32,32,84,0
90,12,74,79,85,0
27,78,76,53,95,0
34,41,88,77,2,0
94,99,71,83,97,1
3,11,47,22,46,0
11,100,10,83,44,0
58,61,51,98,94,1
38,29,87,30,87,0
97,66,10,60,97,0
39,29,41,23,58,0
81,32,83,93,30,0
10,63,57,90,62,0
12,51,15,18,71,0
83,73,42,97,12,0
60,65,16,50,24,0
7,52,34,34,24,0
14,12,0,64,97,0
15,68,41,25,72,0
23,8,56,41,77,0
39,98,0,61,22,0
83,7,93,55,86,0
20,41,5,33,64,0
91,52,74,69,4,0
28,62,62,89,72,0
46,40,35,98,18,0
79,41,81,53,44,1
81,30,33,90,39,0
84,79,63,13,57,0
86,100,72,24,26,0
11,63,18,74,12,0
65,84,4,19,54,0
66,13,99,94,86,0
95,45,45,81,29,0
85,28,58,49,73,0
26,36,15,40,94,0
98,18,1,55,77,0
41,92,38,68,18,0
52,93,82,68,100,1
7,4,20,76,37,0
58,20,78,81,1,0
84,69,49,64,58,1
11,96,65,77,9,0
89,67,94,20,9,0
2,49,50,28,53,0
51,93,16,93,21,0
80,40,10,32,24,0
88,69,6,82,92,0
18,19,9,25,54,0
0,88,73,87,81,0
2,14,25,83,99,0
28,75,2,70,34,0
41,70,13,60,9,0
90,24,16,79,63,0
14,23,3,20,28,0
76,88,71,74,12,0
28,23,68,61,16,0
63,67,80,21,6,0
84,59,67,85,87,1
44,17,77,98,49,0
91,49,56,14,35,0
72,38,40,94,68,1
100,4,20,18,33,0
76,95,75,79,66,1
82,51,83,79,61,1
9,47,72,90,23,0
53,39,23,30,97,0
10,33,44,87,7,0
13,3,91,42,7,0
92,62,43,95,41,1
41,71,83,24,92,0
69,42,14,19,24,0
89,98,70,16,60,0
57,96,65,29,39,0
77,49,82,49,23,0
84,96,50,91,47,1
10,49,53,97,72,0
56,48,55,82,89,1
45,22,35,32,82,0
100,52,38,90,11,0
68,41,68,21,39,0
28,48,71,26,70,0
76,34,4,6,100,0
80,92,83,46,6,0
5,80,43,89,49,0
63,36,100,35,24,0
91,71,1,98,26,0
46,48,51,23,78,0
19,71,71,62,32,0
82,32,35,24,68,0
14,97,75,6,77,0
99,73,93,7,53,0
85,89,61,43,73,1
93,47,94,10,94,0
3,54,80,48,76,0
84,48,70,94,60,1
88,81,37,70,85,1
22,49,9,37,81,0
41,1,74,33,65,0
36,68,25,99,60,0
49,96,57,33,67,0
32,32,15,84,4,0
78,36,3,65,72,0
42,50,8,89,87,0
52,39,67,18,17,0
47,75,43,47,69,1
4,4,6,58,53,0
21,69,88,32,93,0
66,0,3,76,14,0
76,79,45,99,19,0
34,87,99,88,41,0
63,2,26,87,90,0
35,73,93,5,2,0
6,7,70,94,60,0
1,61,46,40,3,0
38,28,71,35,9,0
20,29,25,20,5,0
63,25,41,42,58,0
33,35,43,8,15,0
24,35,4,73,97,0
53,20,55,35,33,0
18,15,95,74,75,0
81,19,82,26,23,0
89,90,57,63,3,0
94,70,54,54,63,1
75,25,31,70,68,0
100,56,60,11,87,0
56,58,14,71,39,0
99,35,96,21,72,0
43,93,82,27,60,0
12,96,1,43,86,0
63,15,16,93,40,0
45,19,80,57,9,0
53,25,9,31,73,0
57,19,57,11,71,0
33,50,87,0,93,0
76,85,53,56,18,0
59,90,4,57,5,0
75,10,26,4,47,0
16,25,32,85,92,0
31,10,71,19,4,0
30,84,34,26,27,0
47,66,37,4,73,0
7,91,85,49,91,0
94,48,98,27,22,0
56,0,33,89,3,0
26,33,43,60,35,0
83,73,23,95,12,0
63,17,40,12,3,0
23,65,36,36,37,0
57,50,74,0,14,0
22,40,53,60,14,0
18,66,15,14,87,0
13,0,40,7,19,0
68,47,43,34,18,0
45,1,54,17,60,0
63,78,92,62,6,0
97,60,32,75,72,0
28,26,54,62,42,0
69,22,74,47,12,0
42,42,68,7,97,0
10,81,67,13,32,0
97,98,28,33,34,0
21,11,97,59,18,0
47,98,84,93,28,0
54,81,68,66,60,1
5,67,81,70,61,0
76,87,29,59,61,0
71,93,3,49,13,0
23,46,23,63,47,0
52,91,88,52,77,1
18,92,73,34,54,0
20,99,90,25,77,0
36,40,44,20,97,0
29,31,55,78,29,0
10,39,95,20,52,0
22,10,31,38,41,0
95,62,93,20,66,0
48,66,58,94,23,0
7,17,31,83,6,0
46,43,6,32,66,0
94,37,90,5,63,0
96,31,72,13,61,0
99,58,75,65,26,0
32,39,69,25,14,0
76,87,82,70,83,1
43,22,5,11,56,0
53,88,54,0,35,0
23,94,54,91,29,0
57,57,63,49,91,1
48,30,99,33,14,0
14,0,6,21,4,0
7,62,17,56,13,0
6,21,52,42,9,0
34,25,8,70,66,0
61,56,93,19,48,0
64,35,56,89,9,0
41,80,46,53,95,1
81,5,38,24,72,0
69,32,42,50,23,0
70,36,73,60,92,1
59,56,40,82,11,0
54,31,20,26,9,0
28,17,19,97,3,0
69,48,15,72,100,0
61,13,98,66,6,0
70,39,38,29,51,0
62,10,49,81,39,0
78,84,22,29,65,0
42,10,82,90,68,0
59,37,49,13,34,0
7,20,78,56,2,0
85,30,52,41,63,0
66,89,8,12,88,0
2,15,5,72,72,0
89,8,1,35,86,0
99,97,19,71,95,0
64,13,17,81,18,0
1,4,90,49,43,0
55,6,15,95,35,0
95,52,10,80,49,0
83,64,57,14,73,0
41,12,80,74,44,0
54,27,90,93,74,0
85,95,65,38,47,1
32,11,61,1,92,0
40,70,80,36,93,1
99,1,74,24,62,0
11,93,96,89,5,0
62,57,58,60,14,0
30,85,43,39,70,0
14,36,62,33,33,0
65,35,2,77,58,0
33,5,26,37,62,0
90,15,58,76,93,0
82,19,10,7,85,0
17,63,70,98,31,0
82,62,66,10,4,0
56,60,5,98,78,0
30,24,24,59,9,0
67,44,34,82,64,0
38,5,46,62,86,0
8,77,72,17,67,0
24,97,38,48,54,0
16,26,25,50,91,0
30,1,81,44,93,0
22,32,97,13,66,0
53,68,68,80,40,1
73,63,72,69,24,0
23,49,14,15,90,0
51,77,5,8,70,0
18,0,39,75,23,0
26,81,40,56,67,0
13,29,51,38,19,0
87,40,78,44,15,0
27,79,20,16,55,0
48,3,100,91,63,0
36,77,4,13,100,0
65,72,82,37,45,1
42,14,63,60,66,0
91,35,32,90,50,0
81,40,94,63,5,0
30,19,92,71,8,0
61,33,16,75,84,0
52,28,12,27,11,0
45,50,87,1,56,0
76,88,30,24,94,0
90,76,40,45,73,1
44,81,61,23,20,0
10,98,56,69,72,0
89,65,26,27,40,0
3,28,11,95,33,0
23,93,96,84,23,0
30,41,63,11,17,0
81,27,25,50,95,0
79,62,94,31,26,0
2,97,12,50,66,0
30,43,73,88,27,0
71,56,97,57,0,0
51,82,72,31,27,0
76,70,63,38,74,1
41,48,39,15,13,0
39,6,43,7,68,0
43,46,47,55,61,1
23,2,99,65,18,0
81,27,75,25,27,0
30,7,75,61,16,0
87,1,100,19,88,0
10,100,25,14,26,0
44,46,33,70,35,0
96,51,17,36,38,0
35,3,8,42,66,0
96,46,8,40,95,0
59,70,47,72,72,1
94,62,28,24,57,0
45,90,71,25,51,0
68,57,69,16,77,0
99,59,6,60,47,0
12,84,5,1,82,0
42,49,90,6,67,0
59,72,5,35,12,0
12,44,59,14,83,0
76,46,79,35,54,0
63,61,87,28,82,0
46,25,57,64,91,0
49,51,43,29,68,0
99,83,33,61,61,0
55,78,86,86,91,1
60,13,11,84,81,0
33,59,53,30,52,0
2,69,21,92,93,0
62,82,87,12,71,0
51,49,90,39,85,1
4,60,5,23,43,0
28,49,50,98,39,0
97,56,69,73,74,1
31,91,61,20,72,0
55,69,30,90,51,0
28,25,66,68,51,0
61,96,44,43,71,1
31,39,30,14,83,0
56,78,58,11,89,0
26,70,62,3,30,0
42,29,2,64,25,0
87,97,48,67,99,1
0,76,14,61,32,0
93,78,31,93,48,0
19,50,6,34,99,0
66,53,85,54,13,0
67,100,23,93,36,0
51,56,1,78,86,0
39,4,49,69,64,0
23,88,89,68,58,0
1,25,37,32,17,0
83,63,80,54,64,1
1,37,1,49,48,0
49,92,54,51,9,0
58,88,43,21,93,0
41,90,49,44,36,1
33,35,80,16,54,0
84,7,35,60,34,0
54,83,63,70,3,0
46,62,56,49,5,0
16,34,78,88,22,0
22,12,7,36,21,0
64,40,32,11,91,0
72,32,72,88,50,0
94,17,47,46,9,0
76,72,19,49,28,0
54,22,96,35,65,0
87,89,97,97,60,1
44,88,16,57,100,0
68,91,15,19,50,0
87,42,26,81,83,0
99,79,56,84,93,1
53,42,38,52,24,0
48,38,16,30,12,0
10,83,15,46,85,0
18,87,6,94,76,0
96,9,10,42,15,0
47,42,51,100,63,1
40,57,89,12,3,0
6,45,37,90,56,0
21,70,35,35,25,0
35,92,59,30,30,0
86,33,64,45,60,0
4,51,42,39,30,0
78,71,11,37,61,0
61,64,65,49,15,0
26,72,64,100,32,0
50,43,76,54,97,1
50,42,61,28,62,0
80,16,75,39,0,0
67,59,57,53,13,0
80,11,95,63,33,0
18,42,75,91,98,0
8,21,76,7,32,0
89,37,84,72,49,1
52,26,30,19,83,0
77,94,17,10,22,0
56,94,30,11,4,0
44,59,5,55,6,0
4,10,28,88,15,0
16,29,77,62,41,0
92,32,25,71,45,0
36,65,48,95,4,0
99,87,94,17,29,0
91,70,51,12,32,0
95,48,23,17,51,0
72,20,57,33,0,0
18,72,76,40,35,0
79,34,22,13,30,0
12,67,3,13,26,0
66,6,96,75,71,0
52,85,16,94,51,0
77,5,97,96,13,0
52,84,41,50,34,0
78,52,72,42,21,0
63,44,43,23,69,0
14,1,72,51,78,0
17,98,38,21,0,0
37,80,68,40,96,1
95,15,56,63,63,0
7,100,44,100,7,0
46,97,90,31,51,0
40,38,54,18,11,0
3,94,89,25,32,0
37,63,29,40,61,0
48,96,17,94,15,0
89,55,67,45,14,0
44,40,10,51,100,0
45,19,30,57,13,0
21,83,86,69,88,0
5,1,61,79,68,0
62,6,39,84,14,0
79,4,4,99,97,0
88,46,87,94,87,1
41,0,12,47,6,0
62,48,63,29,13,0
40,80,44,98,22,0
29,9,42,84,33,0
14,32,91,39,51,0
89,95,28,81,56,0
73,66,2,20,91,0
42,10,90,35,14,0
73,37,90,66,21,0
62,87,41,69,100,1
26,6,47,22,25,0
17,69,9,59,21,0
78,89,86,9,93,0
99,21,92,47,72,0
43,70,71,95,86,1
65,46,78,64,57,1
38,25,69,11,17,0
66,64,91,13,99,0
63,90,79,75,62,1
74,87,7,67,20,0
57,43,63,60,20,0
34,23,65,61,64,0
96,59,1,72,72,0
83,8,78,6,67,0
48,52,59,74,43,1
96,53,8,4,24,0
3,48,9,67,77,0
17,93,13,94,57,0
84,70,3,76,6,0
73,94,95,48,21,0
60,18,85,5,38,0
84,35,36,14,12,0
88,81,20,58,80,0
10,63,42,66,88,0
8,4,89,77,1,0
26,32,45,47,12,0
14,88,24,94,2,0
6,83,34,100,21,0
74,27,59,12,62,0
12,85,55,53,25,0
81,46,51,55,98,1
7,92,11,55,50,0
76,40,40,12,84,0
17,85,97,23,14,0
41,21,96,27,4,0
26,28,19,45,13,0
35,46,58,37,0,0
59,64,97,54,35,0
54,31,8,68,7,0
42,15,24,87,82,0
3,6,77,73,21,0
98,33,35,15,3,0
13,19,81,61,43,0
75,32,9,4,0,0
50,32,70,51,0,0
61,45,59,90,78,1
53,43,48,78,91,1
7,15,46,79,37,0
79,66,97,52,22,0
29,38,100,84,42,0
90,59,58,85,88,1
84,77,54,66,85,1
35,29,21,9,26,0
36,13,86,9,30,0
75,46,19,36,84,0
27,96,28,6,4,0
88,28,52,9,5,0
44,89,75,62,29,0
62,55,7,57,9,0
38,22,21,40,16,0
15,91,92,99,96,0
44,45,72,34,28,0
14,38,56,71,66,0
16,68,62,56,54,0
48,6,81,30,95,0
34,87,11,85,27,0
65,94,41,29,71,0
100,76,45,0,1,0
88,81,31,7,9,0
9,51,53,62,90,0
5,82,8,7,0,0
87,87,66,56,86,1
75,18,79,48,34,0
80,15,25,89,14,0
65,33,52,22,77,0
58,36,73,76,37,1
76,62,87,50,34,0
0,35,10,98,65,0
51,15,52,89,75,0
34,51,41,39,61,0
86,28,81,23,39,0
43,66,25,34,39,0
25,83,1,89,8,0
94,4,91,16,41,0
12,38,51,32,81,0
79,61,13,40,87,0
0,44,46,0,21,0
56,61,20,32,17,0
51,38,66,91,17,0
60,9,9,73,24,0
96,56,52,31,31,0
80,46,94,5,86,0
19,0,48,48,6,0
12,63,63,17,6,0
62,53,73,70,48,1
35,79,58,77,61,0
14,15,88,94,37,0
97,33,91,58,4,0
47,37,59,87,34,0
29,9,88,25,6,0
40,27,65,20,26,0
35,71,44,61,24,0
93,43,50,19,67,0
20,29,65,7,21,0
84,4,56,57,29,0
50,21,88,26,52,0
51,39,43,80,79,1
24,78,63,94,8,0
1,69,20,63,85,0
91,89,18,75,36,0
45,26,85,100,34,0
38,35,6,72,29,0
6,9,20,70,96,0
63,74,81,18,50,0
39,59,92,15,40,0
98,97,12,85,0,0
61,97,10,4,37,0
64,85,72,80,14,0
50,74,75,87,20,0
66,71,100,8,31,0
6,64,35,49,32,0
80,20,7,87,38,0
93,37,39,16,17,0
64,38,61,59,7,0
31,68,7,88,92,0
64,94,4,23,62,0
94,34,38,54,73,0
92,22,24,51,49,0
57,32,14,23,86,0
5,79,52,1,23,0
44,7,36,68,47,0
38,20,92,80,71,0
49,89,25,37,21,0
73,14,68,21,59,0
79,53,6,92,89,0
31,13,40,15,52,0
79,0,20,31,2,0
2,84,95,75,42,0
90,54,29,44,35,0
100,83,85,35,78,0
30,11,93,7,77,0
47,5,68,3,49,0
82,95,94,77,88,1
69,35,18,51,57,0
22,74,4,19,27,0
25,75,24,98,6,0
39,75,83,6,11,0
98,85,69,46,43,1
1,13,58,8,60,0
52,80,49,62,75,1
65,15,54,0,71,0
23,35,3,0,29,0
56,71,57,39,64,1
71,26,86,100,13,0
50,42,52,65,77,1
43,78,3,25,13,0
64,46,63,72,55,1
11,76,54,50,57,0
34,73,22,39,37,0
28,10,65,71,93,0
26,90,98,72,40,0
41,42,72,68,46,1
45,23,99,12,49,0
53,72,74,22,87,0
29,37,67,0,78,0
39,76,3,85,93,0
8,19,64,5,96,0
8,93,3,79,79,0
44,82,38,13,56,0
31,45,13,56,35,0
32,54,34,42,98,0
78,80,0,61,90,0
80,6,65,8,95,0
83,59,59,90,50,1
73,55,2,25,82,0
96,5,63,88,36,0
73,39,4,42,79,0
77,27,3,50,29,0
57,31,60,84,46,0
96,65,17,41,86,0
63,77,55,41,42,1
54,80,36,61,27,0
37,7,52,88,37,0
54,19,16,57,48,0
30,54,89,65,24,0
32,74,100,100,81,0
86,77,91,98,39,1
95,92,98,50,83,1
45,13,0,42,85,0
0,37,66,92,93,0
81,28,25,28,3,0
48,70,90,66,92,1
92,26,60,71,34,0
20,45,86,52,90,0
19,63,36,93,19,0
7,71,78,49,32,0
21,33,14,9,48,0
3,81,55,8,62,0
72,22,50,63,88,0
40,77,84,32,15,0
51,21,43,86,39,0
3,98,79,78,88,0
80,72,10,100,61,0
6,1,35,68,68,0
34,26,41,62,23,0
46,83,83,86,63,1
30,84,11,78,61,0
64,27,16,16,20,0
13,53,51,34,96,0
47,41,5,81,15,0
66,50,90,56,38,1
24,90,72,55,74,0
26,80,95,5,98,0
26,20,51,24,65,0
100,23,98,67,77,0
31,98,71,98,10,0
7,58,90,49,98,0
21,46,25,79,11,0
43,63,18,11,60,0
63,71,17,43,87,0
19,66,83,34,76,0
19,89,6,59,90,0
16,35,85,32,24,0
60,0,1,0,9,0
89,72,56,35,75,0
65,31,88,16,85,0
1,50,6,64,45,0
62,67,66,75,76,1
94,47,16,44,98,0
77,94,25,94,12,0
2,33,75,70,57,0
3,58,84,92,89,0
70,22,40,36,74,0
77,73,27,12,74,0
74,37,38,40,5,0
70,99,65,56,44,1
71,63,91,33,87,0
61,96,30,72,8,0
28,69,5,37,78,0
64,66,93,15,35,0
95,66,100,65,53,1
74,96,54,21,3,0
49,34,72,60,21,0
11,28,68,45,18,0
57,66,99,31,15,0
58,48,100,59,71,1
56,18,87,71,9,0
63,94,65,99,91,1
3,6,45,21,66,0
97,46,96,72,59,1
47,48,6,6,87,0
20,48,66,15,24,0
81,42,90,89,55,1
82,17,9,91,73,0
31,94,45,94,40,0
1,35,78,79,20,0
87,37,88,93,36,1
20,41,18,5,75,0
44,66,47,15,67,0
5,13,40,85,6,0
40,93,8,97,73,0
92,19,32,69,99,0
81,71,78,71,1,0
20,37,81,22,93,0
25,77,25,25,4,0
18,39,56,59,10,0
3,94,91,75,59,0
45,19,59,86,99,0
78,42,38,48,49,1
57,29,66,47,87,0
3,55,72,86,41,0
26,17,68,10,61,0
83,39,33,77,91,0
54,78,77,54,13,0
32,39,59,88,28,0
42,41,87,45,69,1
20,58,46,69,73,0
73,76,64,54,22,0
58,22,65,56,68,0
91,85,97,65,35,0
10,86,24,89,13,0
97,85,17,3,67,0
29,90,85,57,61,0
20,61,35,68,81,0
90,75,99,74,96,1
99,23,7,45,33,0
59,33,49,50,68,0
13,15,87,27,52,0
39,40,0,53,78,0
16,47,62,42,9,0
29,67,37,19,30,0
7,84,79,60,83,0
24,56,63,0,3,0
49,61,96,69,58,1
26,66,35,80,53,0
89,63,86,7,91,0
4,6,67,92,68,0
26,3,6,92,27,0
0,32,78,62,86,0
60,52,18,27,14,0
8,83,49,64,14,0
21,23,50,90,28,0
9,58,15,1,32,0
82,15,100,52,36,0
10,39,57,6,88,0
53,18,96,18,31,0
43,88,93,29,70,0
59,65,86,61,18,0
6,12,41,77,76,0
86,49,45,39,95,1
34,22,39,5,86,0
7,51,13,61,10,0
56,45,30,85,50,0
90,64,29,80,53,0
56,69,76,98,26,0
43,3,39,39,56,0
48,45,80,5,47,0
61,8,87,96,4,0
87,13,57,72,93,0
65,22,68,72,97,0
34,25,53,27,72,0
43,59,46,37,41,1
63,3,14,16,39,0
10,17,97,46,54,0
57,6,56,8,68,0
80,6,4,32,54,0
93,38,65,94,14,0
85,85,13,18,8,0
16,34,18,49,1,0
7,18,80,72,67,0
40,69,49,27,66,0
89,31,96,20,63,0
83,51,44,56,29,0
12,94,20,64,90,0
93,80,12,45,45,0
32,96,16,99,74,0
98,71,25,39,27,0
72,63,15,56,62,0
19,69,13,24,1,0
19,19,99,90,63,0
65,64,55,57,9,0
95,78,47,98,25,0
32,67,83,52,4,0
34,56,84,23,95,0
24,43,4,91,68,0
31,20,15,99,50,0
1,18,25,21,20,0
59,52,68,79,90,1
93,21,25,17,39,0
56,41,89,75,22,0
1,0,17,2,24,0
5,36,46,11,43,0
43,41,80,51,76,1
2,2,27,25,81,0
29,51,91,2,20,0
15,96,61,17,12,0
98,13,23,79,66,0
45,54,5,42,82,0
62,32,50,30,33,0
91,28,72,21,36,0
1,79,93,61,14,0
96,45,63,50,55,1
41,9,57,96,44,0
37,4,76,0,84,0
36,57,13,10,82,0
46,45,27,41,52,0
12,67,68,92,18,0
25,63,54,28,89,0
98,82,63,5,37,0
26,40,26,10,0,0
72,32,85,93,68,0
49,17,24,43,91,0
92,9,17,5,43,0
72,81,9,46,52,0
84,28,72,9,72,0
30,0,38,20,29,0
2,96,77,5,94,0
88,46,47,78,23,0
10,44,55,46,64,0
88,51,50,32,12,0
46,54,57,6,50,0
54,57,61,88,65,1
80,20,44,61,75,0
21,99,69,86,6,0
73,26,31,86,11,0
75,95,6,24,97,0
37,78,7,7,0,0
47,45,94,95,74,1
17,20,11,84,79,0
19,55,98,9,23,0
37,9,10,10,5,0
4,95,94,28,78,0
90,63,22,43,28,0
58,2,77,10,43,0
24,10,78,80,63,0
